PROV1529; ; ; ; ; ; ; ; ; ; ; ; ; ; x
PROV2088;Greenland;;;;;;;;;;;;;x
PROV2089;Ungava;;;;;;;;;;;;;x
PROV2030;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;Unamenshipit;x
PROV2031;Uashat;Uashat;Uashat;Uashat;Uashat;Uashat;Uashat;Uashat;Uashat;Uashat;Uashat;Uashat;Uashat;x
PROV2032;Pessamit;Pessamit;Pessamit;Pessamit;Pessamit;Pessamit;Pessamit;Pessamit;Pessamit;Pessamit;Pessamit;Pessamit;Pessamit;x
PROV2033;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;Chicoutimi;x
PROV2034;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;Nitaskinan;x
PROV2035;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;Maqtukwek;x
PROV2036;Siinalk;Siinalk;Siinalk;Siinalk;Siinalk;Siinalk;Siinalk;Siinalk;Siinalk;Siinalk;Siinalk;Siinalk;Siinalk;x
PROV2037;Beothuk;Beothuk;Beothuk;Beothuk;Beothuk;Beothuk;Beothuk;Beothuk;Beothuk;Beothuk;Beothuk;Beothuk;Beothuk;x
PROV2038;Wabana;Wabana;Wabana;Wabana;Wabana;Wabana;Wabana;Wabana;Wabana;Wabana;Wabana;Wabana;Wabana;x
PROV2039;Unamakik;Unamakik;Unamakik;Unamakik;Unamakik;Unamakik;Unamakik;Unamakik;Unamakik;Unamakik;Unamakik;Unamakik;Unamakik;x
PROV2040;Epekwitk;Epekwitk;Epekwitk;Epekwitk;Epekwitk;Epekwitk;Epekwitk;Epekwitk;Epekwitk;Epekwitk;Epekwitk;Epekwitk;Epekwitk;x
PROV2041;Piktuk;Piktuk;Piktuk;Piktuk;Piktuk;Piktuk;Piktuk;Piktuk;Piktuk;Piktuk;Piktuk;Piktuk;Piktuk;x
PROV2042;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;Eskikewakik;x
PROV2043;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;Sipeknikatik;x
PROV2044;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;Kespukwitk;x
PROV2045;Siknikt;Siknikt;Siknikt;Siknikt;Siknikt;Siknikt;Siknikt;Siknikt;Siknikt;Siknikt;Siknikt;Siknikt;Siknikt;x
PROV2046;Kespek;Kespek;Kespek;Kespek;Kespek;Kespek;Kespek;Kespek;Kespek;Kespek;Kespek;Kespek;Kespek;x
PROV2047;Natigosteg;Natigosteg;Natigosteg;Natigosteg;Natigosteg;Natigosteg;Natigosteg;Natigosteg;Natigosteg;Natigosteg;Natigosteg;Natigosteg;Natigosteg;x
PROV2048;Wolystoq;Wolystoq;Wolystoq;Wolystoq;Wolystoq;Wolystoq;Wolystoq;Wolystoq;Wolystoq;Wolystoq;Wolystoq;Wolystoq;Wolystoq;x
PROV2049;Madawaska;Madawaska;Madawaska;Madawaska;Madawaska;Madawaska;Madawaska;Madawaska;Madawaska;Madawaska;Madawaska;Madawaska;Madawaska;x
PROV2050;Maliseet;Maliseet;Maliseet;Maliseet;Maliseet;Maliseet;Maliseet;Maliseet;Maliseet;Maliseet;Maliseet;Maliseet;Maliseet;x
PROV2051;Aroostook;Aroostook;Aroostook;Aroostook;Aroostook;Aroostook;Aroostook;Aroostook;Aroostook;Aroostook;Aroostook;Aroostook;Aroostook;x
PROV2052;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;Passamaquoddy;x
PROV2053;Penobscott;Penobscott;Penobscott;Penobscott;Penobscott;Penobscott;Penobscott;Penobscott;Penobscott;Penobscott;Penobscott;Penobscott;Penobscott;x
PROV2054;Androscoggin;Androscoggin;Androscoggin;Androscoggin;Androscoggin;Androscoggin;Androscoggin;Androscoggin;Androscoggin;Androscoggin;Androscoggin;Androscoggin;Androscoggin;x
PROV2055;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;Arsigantegok;x
PROV2056;Etchemins;Etchemins;Etchemins;Etchemins;Etchemins;Etchemins;Etchemins;Etchemins;Etchemins;Etchemins;Etchemins;Etchemins;Etchemins;x
PROV2057;Stadacona;Stadacona;Stadacona;Stadacona;Stadacona;Stadacona;Stadacona;Stadacona;Stadacona;Stadacona;Stadacona;Stadacona;Stadacona;x
PROV2058;Kamouraska;Kamouraska;Kamouraska;Kamouraska;Kamouraska;Kamouraska;Kamouraska;Kamouraska;Kamouraska;Kamouraska;Kamouraska;Kamouraska;Kamouraska;x
PROV2059;Merrimack;Merrimack;Merrimack;Merrimack;Merrimack;Merrimack;Merrimack;Merrimack;Merrimack;Merrimack;Merrimack;Merrimack;Merrimack;x
PROV2060;Missisquoi;Missisquoi;Missisquoi;Missisquoi;Missisquoi;Missisquoi;Missisquoi;Missisquoi;Missisquoi;Missisquoi;Missisquoi;Missisquoi;Missisquoi;x
PROV2061;Adirondack;Adirondack;Adirondack;Adirondack;Adirondack;Adirondack;Adirondack;Adirondack;Adirondack;Adirondack;Adirondack;Adirondack;Adirondack;x
PROV2062;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;Mahican;x
PROV2063;Wampanoag;Wampanoag;Wampanoag;Wampanoag;Wampanoag;Wampanoag;Wampanoag;Wampanoag;Wampanoag;Wampanoag;Wampanoag;Wampanoag;Wampanoag;x
PROV2064;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;x
PROV2065;Hochelaga;Hochelaga;Hochelaga;Hochelaga;Hochelaga;Hochelaga;Hochelaga;Hochelaga;Hochelaga;Hochelaga;Hochelaga;Hochelaga;Hochelaga;x
PROV2066;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;Guinea Coast;x
PROV2067;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;Greenland Sea;x
PROV2068;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;Greenland Coast;x
PROV2069;Icy Sea;Icy Sea;Icy Sea;Icy Sea;Icy Sea;Icy Sea;Icy Sea;Icy Sea;Icy Sea;Icy Sea;Icy Sea;Icy Sea;Icy Sea;x
PROV2070;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;Helluland Sea;x
PROV2071;Markland Coast;Markland Coast;Markland Coast;Markland Coast;Markland Coast;Markland Coast;Markland Coast;Markland Coast;Markland Coast;Markland Coast;Markland Coast;Markland Coast;Markland Coast;x
PROV2072;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;Skuggifjord;x
PROV2073;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;Vinland Sea;x
PROV2074;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;Kanata Gulf;x
PROV2075;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;Sea of Worms;x
PROV2076;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;Ebauthoo Strait;x
PROV2077;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;Kjalarnes Strait;x
PROV2078;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;Miramichi Bay;x
PROV2079;Kanata River;Kanata River;Kanata River;Kanata River;Kanata River;Kanata River;Kanata River;Kanata River;Kanata River;Kanata River;Kanata River;Kanata River;Kanata River;x
PROV2080;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;Wonderstrands;x
PROV2081;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;Gulf of Apaqt;x
PROV2082;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;Straumsfjord;x
PROV2083;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;Penobscott Bay;x
PROV2084;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;Massachusetts Bay;x
PROV2085;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;Narragansett Bay;x
PROV2086;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;Pequot Sound;x
PROV2087;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;Manhattan Bay;x
